Symbol	Description	Score	Functions	Links
WRN		0.009828518022927668	exonuclease activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7486
CDH11		0.009784881617491858	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1009
PCDH18		0.00977711239870177		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=54510
PCDH19		0.009776243553785868		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57526
PCDH11Y		0.009742555313300871		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=83259
CDH8		0.009736130299994372	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1006
CDH16		0.00971711622133481		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1014
CDH15		0.009692575882169041	cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1013
TOP2B		0.009645366338924044		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7155
CDH6		0.009607194078982195	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1004
CDH22		0.009586825067804783	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=64405
CDH17		0.00958018534936067	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1015
CDH12		0.00945146227011312	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1010
CDH9		0.009425515533220907	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1007
CDH18		0.0093747803895603	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1016
CDH19		0.009359865450769667	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=28513
PCDH1		0.009263590553749812		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5097
PCDH7		0.00923064881396557		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5099
PCDHA13		0.009136221815396084		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56136
PCDH11X		0.009121134953036736		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27328
PCDH8		0.009117322692442642		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5100
MMP16		0.009113187365456521		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4325
MUC12		0.009089571311319655		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10071
PCDHGC4		0.009078488326598133		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56098
PCDHA6		0.00907605343656237		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56142
PCDHA4		0.009074681102435256		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56144
PCDHA3		0.009073903128240746		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56145
PCDHA1		0.009073292780594933		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56147
PCDHA12		0.009068323979246229		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56137
PCDHA8		0.009067883327651183		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56140
CDH7		0.009066835544826457	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1005
PCDHA7		0.009062088756035092	cell-cell adhesion via plasma-membrane adhesion molecules	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56141
PCDHA11		0.009053735435483712		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56138
MMP21		0.00901806577992248		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=118856
PCDH12		0.00900267280653777		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51294
PCDH9		0.008981824737073596		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5101
CDH20		0.008972784570450809	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=28316
PCDH17		0.008970113685462189		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27253
ACTA1		0.008960513692529593	actin-based cell projection, mesenchyme morphogenesis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=58
MMP23B		0.008939120424033553		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8510
PCDHGA12		0.008870002542391398		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26025
PCDHB4		0.008869961976010587	cell-cell adhesion via plasma-membrane adhesion molecules, synapse organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56131
PCDHB14		0.008869892113212707	cell-cell adhesion via plasma-membrane adhesion molecules, synapse organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56122
PCDHB2		0.008869744769123167	cell-cell adhesion via plasma-membrane adhesion molecules, synapse organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56133
PCDHB10		0.008869704613660268	cell-cell adhesion via plasma-membrane adhesion molecules, synapse organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56126
PCDH10		0.008869631299867453		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57575
PCDHB5		0.008869589726527793	cell-cell adhesion via plasma-membrane adhesion molecules, synapse organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26167
PCDHB9		0.008869472372653175	cell-cell adhesion via plasma-membrane adhesion molecules, synapse organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56127
PCDHGB4		0.008869402522081404	cell-cell adhesion via plasma-membrane adhesion molecules	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8641
PCDHB7		0.008869333216688702		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56129
PCDHGB7		0.008868638940945195		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56099
PCDHAC1		0.008868512773957948		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56135
PCDHB16		0.008868414705882732	cell-cell adhesion via plasma-membrane adhesion molecules, synapse organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57717
PCDHAC2		0.008868304766612212		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56134
PCDHGA11		0.008868143704607645		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56105
PCDHGB2		0.008868143351747348		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56103
PCDHGB1		0.008868143266306139		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56104
PCDHB15		0.008868139444393797		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56121
PCDHGA4		0.008868094417090855		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56111
PCDHGB3		0.008868094417090855		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56102
PCDHGA5		0.00886786974065501		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56110
PCDHGA7		0.008867869017353203		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56108
PCDHGA6		0.008867859267314149		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56109
PCDHGC5		0.00886775029160175		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56097
PCDHGA2		0.00886775029160175		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56113
CDH5		0.00865871361628806	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane, microtubule polymerization, microtubule polymerization or depolymerization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1003
PCDHA10		0.0086275516160787		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56139
CDH10		0.008591960741415439	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1008
MUC17		0.008586491787131556		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=140453
