Symbol	Description	Score	Functions	Links
CDH2		0.028477640526454406	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1000
DOCK6		0.02837793457454585		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57572
KDM6A		0.025023536068060737		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7403
RABGGTB		0.024985008761908845		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5876
ADAP2		0.02320949026950392		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55803
PGLYRP3		0.02301894371296248		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=114771
MZT2A		0.0204074285027957	gamma-tubulin complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=653784
CDH1		0.015962511870071527	cell-cell adhesion via plasma-membrane adhesion molecules, cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=999
CTNND1		0.015345960911859524	cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1500
LRCH2		0.014725887256204051		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57631
FAM217B		0.014477830559605054		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=63939
ERLEC1		0.014018020584204649		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27248
ATF5		0.013543151224201744	neural precursor cell proliferation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=22809
PHF7		0.013226229889633678		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51533
LRCH3		0.012929753097693786		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=84859
MYF6		0.012623201306840415		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4618
FAM162A		0.01203304170087327		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26355
TUBGCP6		0.01199906863884076	cell division site, gamma-tubulin complex, microtubule binding, microtubule nucleation, microtubule polymerization, microtubule polymerization or depolymerization, protein polymerization, spindle organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=85378
TUBG1		0.01199824764450802	microtubule polymerization, microtubule polymerization or depolymerization, protein polymerization, spindle organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7283
RNF185		0.01143965289660015		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=91445
LGALS3		0.011274947597990359		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3958
DOCK11		0.011150255734783454		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=139818
TXNDC12		0.010636237672347615		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51060
MZT1		0.010565178770115868	gamma-tubulin complex, microtubule nucleation, microtubule polymerization, microtubule polymerization or depolymerization, protein polymerization, spindle organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=440145
NEDD1		0.010491110730746878		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=121441
ERI3		0.010346169099016145		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=79033
LGALS8		0.010209653916720018		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3964
NME7		0.010051925957641428		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=29922
DOCK7		0.009786799243817201	neural precursor cell proliferation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=85440
DYNC1I1		0.009737294844030908		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1780
DAXX		0.009713372724553693		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1616
NR4A1		0.009471086505951853		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3164
TUBGCP2		0.009203495034080245	cell division site, gamma-tubulin complex, microtubule binding, microtubule nucleation, microtubule polymerization, microtubule polymerization or depolymerization, protein polymerization, spindle organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10844
GABRA6		0.009157833235135027		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2559
GABRD		0.009155105994331891		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2563
PCDHGB1		0.009098550832426333		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56104
AGAP3		0.009087352896255452		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=116988
CELA1		0.009077781987208156		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1990
RNF170		0.009014879120874064		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81790
CRYBA4		0.008764933703776567		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1413
RIBC1		0.008748187537048313		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=158787
DUSP19		0.008728652782339252		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=142679
KLRK1		0.008666415516678017		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100528032
TUBGCP3		0.008611272999806296	cell division site, gamma-tubulin complex, microtubule binding, microtubule nucleation, microtubule polymerization, microtubule polymerization or depolymerization, protein polymerization, spindle organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10426
TUBGCP4		0.008469435298762096	cell division site, gamma-tubulin complex, microtubule binding, microtubule nucleation, microtubule polymerization, microtubule polymerization or depolymerization, protein polymerization, spindle organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27229
GIMAP8		0.008281332804600305		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=155038
PDYN		0.008263662881656308		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5173
TCL1B		0.00819587809859007		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9623
PCDHB7		0.008107700470207979		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56129
SPINK4		0.00798735639449627		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27290
IBA57		0.00791814934152768		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=200205
ARPC3		0.007629873031923418	protein polymerization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10094
RYK		0.007507868278735397	neural precursor cell proliferation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6259
CTNNB1		0.007498821153061053	cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane, neural precursor cell proliferation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1499
PLCD3		0.007413114759116768		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=113026
TUBG2		0.007402604355042419	microtubule polymerization, microtubule polymerization or depolymerization, protein polymerization, spindle organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27175
LRRN2		0.007095767104760509		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10446
GGH		0.006974892904129226		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8836
TRAFD1		0.00694637220205957		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10906
MZT2B		0.006893872511992916	gamma-tubulin complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=80097
RICTOR		0.006505791477185607		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=253260
FLVCR1		0.006471678209752807		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=28982
SCAMP1		0.006460262940211126		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9522
CPNE5		0.006405453076768042		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57699
OSBPL1A		0.006394835931792242		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=114876
ASAP3		0.006383017563300453		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55616
APPBP2		0.006085173805215283		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10513
FAM9A		0.006038223932487874		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=171482
SRBD1		0.006009495299144185		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55133
TMEM186		0.005962708177960796		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=25880
CPNE7		0.005943760375506646		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27132
TPD52		0.005849829693789332		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7163
BLZF1		0.005745374722432028		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8548
KIR3DL2		0.005704739660943814		http://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000240403
APC		0.00564098310477229	cell-cell junction, cell-cell junction organization, extrinsic component of membrane, extrinsic component of plasma membrane, microtubule binding, microtubule polymerization or depolymerization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=324
NCKIPSD		0.005446902930013042		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51517
AMER1		0.0054317627377731825		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=139285
ASB3		0.005394439520772065		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100302652
VMA21		0.005376647367617116		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=203547
PRKAA2		0.005257664985581556		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5563
DCTN6		0.0051975018170522524	spindle organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10671
IL17RB		0.005101615801951231		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55540
LPIN2		0.005097771981302568		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9663
LRFN4		0.0050609960316911895	cell-cell adhesion via plasma-membrane adhesion molecules	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=78999
PIP4K2B		0.005028430169917608		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8396
ARVCF		0.005024386901242017	cell-cell junction, cell-cell junction organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=421
JUND		0.00497668320188277		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3727
KIAA0753		0.0049630948635052685		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9851
SLC39A8		0.004843898377143996		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=64116
PTPN14		0.004820313777799845		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5784
