Symbol	Description	Score	Functions	Links
TDRD3		0.009337393934566396		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81550
MAST2		0.005575321755250884		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23139
MSLN		0.00492009406876559		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10232
APOB		0.004233941058135904	plasma lipoprotein particle assembly, protein-lipid complex assembly, regulation of plasma lipoprotein particle levels	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=338
ADIPOQ		0.0036593190866567316	heterotypic cell-cell adhesion, regulation of plasma lipoprotein particle levels	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9370
P4HB		0.003315942371264924	isomerase activity, plasma lipoprotein particle assembly, protein-lipid complex assembly, regulation of plasma lipoprotein particle levels	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5034
ACAN		0.003297892306964423		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=176
MED28		0.003236327846400433		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=80306
BANP		0.0027755066593324607		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=54971
VEGFB		0.0025116513034469934		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7423
RECQL5		0.00249110806588676		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9400
HEMK1		0.002264026834656152		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51409
ZNF408		0.0021906829306248543		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=79797
TUBGCP3		0.0021623328709947653	cell division site, gamma-tubulin complex, microtubule binding, microtubule nucleation, microtubule polymerization, microtubule polymerization or depolymerization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10426
FIGNL1		0.0021192500101989142		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=63979
PTGES2		0.0020321212184485904	isomerase activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=80142
RPE		0.002005512709876478	isomerase activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6120
KRTAP4-12		0.001962135111124197		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=83755
FBLN5		0.0019558790700242024		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10516
FERMT3		0.001870254318262099		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=83706
FOXRED1		0.0017394296936117382		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55572
B9D1		0.0017345393071265813		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27077
MMP13		0.001712509484346092		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4322
TOP3A		0.0017081556552397403	isomerase activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7156
FASTK		0.0016819363182447589		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10922
C1D		0.0016461478114954686	exoribonuclease complex, exosome (RNase complex)	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10438
EXOSC7		0.0016170727239436244	3'-5' exonuclease activity, cleavage involved in rRNA processing, exonuclease activity, exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters, exoribonuclease activity, exoribonuclease activity, producing 5'-phosphomonoesters, exoribonuclease complex, exosome (RNase complex), maturation of 5.8S rRNA, maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ncRNA 3'-end processing, ncRNA catabolic process, nuclear RNA surveillance, nuclear-transcribed mRNA catabolic process, exonucleolytic, RNA surveillance, rRNA 3'-end processing, snRNA 3'-end processing, snRNA metabolic process, snRNA processing	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23016
LGALS1		0.0014958812345194361		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3956
PKP3		0.001469500197189555		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11187
CDHR5		0.00146848146236489		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=53841
TUBGCP2		0.0014640611247069835	cell division site, gamma-tubulin complex, microtubule binding, microtubule nucleation, microtubule polymerization, microtubule polymerization or depolymerization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10844
CTNNA1		0.0014398876799889826		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1495
EIF3M		0.0014088607930229369		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10480
HMMR		0.0013951416416095874		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3161
EXOSC5		0.0013667733319934205	3'-5' exonuclease activity, exonuclease activity, exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters, exoribonuclease activity, exoribonuclease activity, producing 5'-phosphomonoesters, exoribonuclease complex, exosome (RNase complex), ncRNA 3'-end processing, ncRNA catabolic process, nuclear RNA surveillance, nuclear-transcribed mRNA catabolic process, exonucleolytic, RNA surveillance, snoRNA 3'-end processing, snoRNA metabolic process, snoRNA processing, snRNA 3'-end processing, snRNA metabolic process, snRNA processing	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56915
SPRED2		0.001279319819926017		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=200734
CHIC2		0.0012696409156004451		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26511
EXOSC3		0.00126849570335269	3'-5' exonuclease activity, cleavage involved in rRNA processing, exonuclease activity, exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters, exoribonuclease activity, exoribonuclease activity, producing 5'-phosphomonoesters, exoribonuclease complex, exosome (RNase complex), maturation of 5.8S rRNA, maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ncRNA 3'-end processing, ncRNA catabolic process, nuclear RNA surveillance, nuclear-transcribed mRNA catabolic process, exonucleolytic, RNA surveillance, rRNA 3'-end processing, snoRNA 3'-end processing, snoRNA metabolic process, snoRNA processing, snRNA 3'-end processing, snRNA metabolic process, snRNA processing	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51010
PDIA2		0.0012575661330623822		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=64714
PSMC5		0.0012498197213834383		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5705
TUBGCP6		0.0012460920281298637	cell division site, gamma-tubulin complex, microtubule binding, microtubule nucleation, microtubule polymerization, microtubule polymerization or depolymerization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=85378
SSRP1		0.001242876194992637		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6749
SRPX		0.0012031769488681232		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8406
SLC6A19		0.0011966656691048128		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=340024
TUBGCP4		0.0011929514987790157	cell division site, gamma-tubulin complex, microtubule binding, microtubule nucleation, microtubule polymerization, microtubule polymerization or depolymerization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27229
JUP		0.0011778720185948721	heterotypic cell-cell adhesion	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3728
ACADM		0.0011719929558365316		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=34
MYO7B		0.0011546947361155135		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4648
TOX4		0.0011498678849403698		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9878
DENND2B		0.0011482376117845083		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6764
